1. 穗科手打烏龍麵 hoshina｜忠孝店
2. 穗科手打烏龍麵 hoshina｜復北店
4. 元禾食堂 Flourish
5. VEGE CREEK 蔬河｜延吉本店
7. VEGE CREEK 蔬河｜新光A11店
8. VEGE CREEK 蔬河｜信義誠品店
9. VEGE CREEK 蔬河｜台北101店
10. VEGE CREEK 蔬河｜新光站前店
11. VEGE CREEK 蔬河｜微風南山
12. VEGE CREEK 蔬河｜誠品南西店
13. VEGE CREEK 蔬河｜京站店
14. VEGE CREEK蔬河｜環球板橋車站店
15. Loving Hut 愛家｜光復店
16. Loving Hut 愛家｜天饌齋
18. Ooh Cha Cha 自然食｜古亭店 
19. Ooh cha cha 自然食｜科技大樓店 
20. Missgreen 
21. Missgreen｜天母店 
22. The Green ROOM 
23. 天贊香養生蔬食府｜廣州店
24. 天贊香養生蔬食府｜延平店
25. Vegeter維珍特｜中和店
26. Vegeter 維珍特｜板橋店
28. 巢‧食蔬【Chào】
29. Soul R. Vegan Café 靈魂餐廳
30. Plants 
31. Mianto 艾果豐
32. Herbivore 
33. BaganHood 蔬食餐酒館 
35. 小植茁
36. Vegan Taipei
37. 芽米日子 yummy vegan home 
38. 寶菇燒
39. 天使森林餐廳 Angel Grove Bistro
40. 貝多蕾納 Blossom Rena Vegan Cafe 
41. 太來生活館
42. 仁里居
43. 心齋 - 台灣店 Pure Veggie House - Taiwan
45. 食在地 台灣素
46. UNCLE Q 創意蔬食餐廳 
47. 布拉德施維根廚房 Brother Su Vegan Kitchen
48. 天緣小吃（原公館越南老闆非基因改造臭豆腐） 
49. 古那特質廚房 gunna Vegan
50. 原粹蔬食作 Original Vegan
51. 諦．Veganism 純素主義空間 
52. 蒸夠臭素食蒸臭豆腐
53. 植日生手作蔬食（馬鈴鼠）
54. 益柔廚房
55. 一禾堂 麵包本舖｜敦南店 
56. 一禾堂 麵包本舖｜A11店 
57. 一禾堂 麵包本舖｜復北店 
58. NUTTEA Nut Mylk Tea 堅果奶茶
"60. 堅果奶,吧nutsmilk｜許昌總店"
"61. 堅果奶,吧nutsmilk｜公館店"
"62. 堅果奶,吧Nutsmilk｜三井店"
63. 靈感咖啡
64. TAIGA 針葉林
65. Fortunate Coffee 世界幸福咖啡｜和平店
66. Nice Cream
67. 嬉皮麵包 HIP PUN 
68. 戀巧克 手工黑巧克力專門店
69. 純素天堂 Vegan Heaven
70. GREEN BAKERY 綠帶純植物烘焙
71. 素學烘焙坊
72. 尚蔬苑手感烘焙
73. 遂禾蔬食
74. 陽明春天蔬食創作料理｜忠孝店
75. 陽明春天心五藝園區
76. VEGE CREEK 南港中信店
77. Vegeter維珍特｜松創店
78. 一之軒｜南東旗艦店
79. Herbivore｜復興店
80. Nuttea堅果奶茶｜民權店
81. 豆一昌 coffee - 精品有機咖啡
82. DEER JUJU 果鹿
83. Plantea植茶
84. Vegan Amore 蔬慕
85. 攻綠蔬出PFVegains
